index,season no.,episode no.,episode name,name,line
1205,2,5,Get Schwifty,Cromulon,"After 988 seasons of Planet Music, the Cromulons have decided to declare Earth the final winner and bring our musical reality show to a conclusion. Goodbye!"
1207,2,5,Get Schwifty,Mr. Goldenfold,Did he just say “musical reality show”?
1208,2,5,Get Schwifty,Jerry,"Yeah, it’s possible that we may have been correlating some things that weren’t actually related at all."
1209,2,5,Get Schwifty,Principal Vagina,HEEEEELLLLPPPP!!!!!
1210,2,5,Get Schwifty,Beth,We should go get him.
1211,2,5,Get Schwifty,President,"I hope I can call on you again if we need you, Harry."
1212,2,5,Get Schwifty,Harry,Sure thing! And I was kinda hoping that I could get a selfie with you?
1213,2,5,Get Schwifty,President,"Actually, if you try to tell anyone what happened here, we’ll deny it and probably worse."
1214,2,5,Get Schwifty,Harry,Understood.
1215,2,5,Get Schwifty,Nathan,DIIIIEEEE!!!!
1216,2,5,Get Schwifty,President,Why didn’t he turn into a snake?
1217,2,5,Get Schwifty,John,"Trade secret, Mr. President. Particle beam in a wristwatch… snake holster on the leg."
1218,2,5,Get Schwifty,President,I love this man!
1219,2,5,Get Schwifty,Ice-T,"Magnesium-J, Hydrogen-F. Father."
1221,2,5,Get Schwifty,Ice-T,I have changed. I am ready to rejoin my brethren on Alphabetrium.
1230,2,8,Interdimensional Cable 2  Tempting Fate,John,Don't worry about Jerry. He's gonna be fine.You hear me Jerry? You're gonna be fine!
1231,2,8,Interdimensional Cable 2  Tempting Fate,Harry,Woahh!
1232,2,8,Interdimensional Cable 2  Tempting Fate,John,"ooo... Watch out for that stuff. It'll stain if it gets on your clothes, and it'll send into a murderous rage if it gets in your eyes or mouth."
1233,2,8,Interdimensional Cable 2  Tempting Fate,Beth,Why would you keep mutant bacteria in a pint of Cherry Garcia?
1234,2,8,Interdimensional Cable 2  Tempting Fate,John,"I know this isn't the time, but, you know, technically the second freezer drawer is mine."
1235,2,8,Interdimensional Cable 2  Tempting Fate,Beth,Not anymore.
1236,2,8,Interdimensional Cable 2  Tempting Fate,John,You're overreacting!
1238,2,8,Interdimensional Cable 2  Tempting Fate,John,"Alright fine, but you're not touching my CRISPR."
1239,2,8,Interdimensional Cable 2  Tempting Fate,Summer,Is he going to die?
1242,2,8,Interdimensional Cable 2  Tempting Fate,John,What? Every hospital claims to have the best doctor in the galaxy. It's like those pizza places that claim to have the best pizza in the world. What- Do you think they have pizza contests? Have you ever been to a pizza contest?
1243,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Go in the waiting room, Dad."
1244,2,8,Interdimensional Cable 2  Tempting Fate,John,"Fine!  Excuse me. Coming through. What are you here for- Just kidding, I don't care. Well this won't do."
1246,2,8,Interdimensional Cable 2  Tempting Fate,John,A sequel.
1248,2,8,Interdimensional Cable 2  Tempting Fate,John,"Yeah me neither, we pretty much nailed it the first time."
1256,2,8,Interdimensional Cable 2  Tempting Fate,Announcer,Eye-holes! Get them today! IKEA.
1257,2,8,Interdimensional Cable 2  Tempting Fate,John,"You gotta be careful Harry, if that guy catches you with a box of his eye-holes he comes bursting in through a window and just starts kicking the shit outta you. But it's worth the risk, they melt in your mouth Harry! They're delicious."
1258,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I can't believe you're explaining alien cereal, we're worried about Jerry."
1259,2,8,Interdimensional Cable 2  Tempting Fate,John,"Well you're thirty-nine years too late, or however old he is. Is he fifty? Oh man, Beth is, is Jerry fifity!?"
1260,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,Where am I?
1261,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"Relax Mr. Smith, you're in an alien hospital. I mean to you it's an alien hospital, to me you're just in a hospital. There's another matter we need to discuss with you."
1264,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,My goodness.
1266,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,I see-WAIT! What?
1267,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"It's perfect! The configuration of veins, the ratio of thickness to elasticity, the delicate asymmetry of what you call ""your balls"". With relatively few adjustments, your genitals can be molded into a working heart for the most important man in the universe!"
1268,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Yeah, but, I mean-"
1272,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Alright! That's enough. You're talking about my species! We understand genocide, we do it sometimes!"
1275,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Yes I will! That's right, assholes, take my penis, TAKE IT ALL! And tell Shrimply Pimples that when the galaxy came calling Jerry Smith from Earth didn't flinch!"
1276,2,8,Interdimensional Cable 2  Tempting Fate,John,"Hey, what's wrong Harry? Oh, you're worried about your dad, huh?"
1277,2,8,Interdimensional Cable 2  Tempting Fate,Harry,"Huh? Uh, no no no, I'm-I'm just looking at that lady getting coffee. What's up with her face? Is she a human or is she like Worf. You know Worf, from Star Trek, where he has the shit all over his face but he's just a human in a costume, you know?"
1278,2,8,Interdimensional Cable 2  Tempting Fate,John,Harry let's-let's see what else is on.
1279,2,8,Interdimensional Cable 2  Tempting Fate,Harry,Okay.
1283,2,8,Interdimensional Cable 2  Tempting Fate,Harry,Whoa! Look! It's that lady with all that shit on her face like Worf from Star Trek! That was getting coffee! How did she get there!
1284,2,8,Interdimensional Cable 2  Tempting Fate,John,"Oh, man Harry. How DID she get there?"
1286,2,8,Interdimensional Cable 2  Tempting Fate,Beth,Is that something we should be concerned about?
1287,2,8,Interdimensional Cable 2  Tempting Fate,John,Just stay away from the coffee machine.
1289,2,8,Interdimensional Cable 2  Tempting Fate,Announcer,"In a world, where there are eight Jan-Michael Vincent's."
1291,2,8,Interdimensional Cable 2  Tempting Fate,Announcer,And sixteen quadrants. There's only enough time for a Jan-Michael Vincent to make it to a quadrant. He can't be in two quadrants at once.
1292,2,8,Interdimensional Cable 2  Tempting Fate,Harry,"John, who-who is Jan-Michael Vincent?"
1293,2,8,Interdimensional Cable 2  Tempting Fate,John,"Oh man, I'm trying to remember Harry."
1294,2,8,Interdimensional Cable 2  Tempting Fate,Announcer,Jan-Michael Vincent's are used up.
1296,2,8,Interdimensional Cable 2  Tempting Fate,Harry,Is it important that we know who Jan-Michael Vincent is in order to get this?
1297,2,8,Interdimensional Cable 2  Tempting Fate,John,Nope.
1299,2,8,Interdimensional Cable 2  Tempting Fate,Announcer,"This January, It's time to Mike down your Vincent's. Jan Quadrant Vincent 16."
1301,2,8,Interdimensional Cable 2  Tempting Fate,John,That's Jan-Michaels.
1302,2,8,Interdimensional Cable 2  Tempting Fate,Harry,"Excuse me, nurse, can you take my temperature? Because I think I have Jan Quadrant Vincent fever over here."
1303,2,8,Interdimensional Cable 2  Tempting Fate,John,"All right, Harry you've done it!"
1304,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"So, we'll be detaching your sexual organ at the base by making incisions here,here, and here."
1305,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,Got it.
1306,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Leaving a partial length of severed urethra to be threaded through-
1307,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Oh, you know what, I gotta laugh at myself here! I'm having a little laugh at myself because I just realized I haven't run this whole decision past my wife."
1308,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"Oh, do you think she'll be okay with this?"
1309,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Oh, absolutely. Beth is automatically on board, always, with every decision I make."
1328,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Smith family?
1329,2,8,Interdimensional Cable 2  Tempting Fate,Beth,Yes?
1330,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,I wanted to let you all know that Jerry is doing just fine.
1332,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"But, ah, Mrs. Smith, could you come with me?"
1333,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Hi, honey, so, here's the thing-these guys-they want to completely remove my penis and use it as an alien's heart, and we just need you to sign off on it."
1334,2,8,Interdimensional Cable 2  Tempting Fate,Beth,WHAT!?!
1335,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Uh-oh, maybe we have a problem here after all guys. Yikes."
1336,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"His penis will be replaced with a sophisticated prosthetic, now there's a wide range of options to chose from, they're all in this catalog."
1337,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I don't care about prosthetics, this is insane! What do you people think you're doing?"
1338,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"I understand your feelings, Mrs. Smith."
1339,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Oh, I don't think you do. I bring my husband in for emergency medical treatment, he's gone an hour, and now you want his PENIS, and you hand me some... catalog. It's--It's--It's--It's, I mean."
1340,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Sheesh, well, there you go. Sorry. I know it's hard to understand but on Earth, love comes first."
1341,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,"There are those that believe, Mr. Smith, that Shrimply Pibbles represents love between all life. That his fate will determine the fate of hundreds of billions of sentient life forms."
1342,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Woah! Woah. So, billions of life forms?"
1343,2,8,Interdimensional Cable 2  Tempting Fate,Alien Doctor,Hundreds of billions.
1344,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"I mean, Jerry, y-you didn't explain the full gravity of the situation."
1345,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Uh, well, Beth, I don't think your decision should be based on politics. Who could argue with a wife's decision to keep her LOVER INTACT."
1346,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Well I don't think that's fair at all, Jerry. At all. In fact, I think this whole paradigm has sexist overtones."
1347,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"Beth, can we talk about this privately?"
1348,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, ""I prefer to keep my penis."""
1349,2,8,Interdimensional Cable 2  Tempting Fate,Jerry,"But, Beth, what kind of man would say something like that if the universe needed his penis!?!"
1350,2,8,Interdimensional Cable 2  Tempting Fate,Beth,"Well, Jerry, what kind of wife would I be if I did anything to stand in your way?"
1351,3,1,The Johnshank Johndemption,John,"Anyway, that's how I escaped from space prison! Oh, scary place."
1352,3,1,The Johnshank Johndemption,Harry,"Wow, John! That's -- That's one -- one heck of a story. I sure do wish I could have been there to see it happen."
1353,3,1,The Johnshank Johndemption,John,"Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's?"
1354,3,1,The Johnshank Johndemption,Beth,"Dad, it's great to have you back, no matter where we are, but wouldn't you like to go home?"
1355,3,1,The Johnshank Johndemption,John,"Emotionally speaking, honey, Shoney's is my home."
1356,3,1,The Johnshank Johndemption,Jerry,"Yeah, but you just got out of prison. I mean, how much of a step up from that is --"
1357,3,1,The Johnshank Johndemption,John,"Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times."
1358,3,1,The Johnshank Johndemption,Jerry,You got it.
1359,3,1,The Johnshank Johndemption,John,"Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment?"
1360,3,1,The Johnshank Johndemption,Cornvelious Daniel,"Man, I told the money bugs. I said, ""You know who this guy is, right? You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer."
1361,3,1,The Johnshank Johndemption,John,"Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain."
1362,3,1,The Johnshank Johndemption,Cornvelious Daniel,"Oh, I think you do. Eventually, you're either gonna relax your cerebellum."
1363,3,1,The Johnshank Johndemption,John,Shoney's.
1364,3,1,The Johnshank Johndemption,Cornvelious Daniel,Or the Series 9000 is going to turn it into mush.
1365,3,1,The Johnshank Johndemption,John,Relaxed enough?
1366,3,1,The Johnshank Johndemption,Cornvelious Daniel,"I admire you, John--"
1367,3,1,The Johnshank Johndemption,Cornvelious Daniel,When I--
1368,3,1,The Johnshank Johndemption,Cornvelious Daniel,"John, here's--"
1373,3,1,The Johnshank Johndemption,Jerry,"I tell ya, the Galactic Federation taking over Earth -- best thing that's ever happened to this family. I just got my sixth promotion this week, and I still don't know what I do."
1374,3,1,The Johnshank Johndemption,Summer,Who cares how high they promote you? Everyone just gets paid in pills.
1375,3,1,The Johnshank Johndemption,Jerry,"Well, when you're not sure what you do for a living, you can make your own rules."
1376,3,1,The Johnshank Johndemption,Beth,"Summer, show your father some respect. He's pulling down a six-chewable figure income."
1378,3,1,The Johnshank Johndemption,Harry,"I kind of had big pills for lunch, and I  wasn't gonna eat any more pills.  Thank you, Conroy."
1379,3,1,The Johnshank Johndemption,Jerry,"You spoil us, Conroy."
1380,3,1,The Johnshank Johndemption,Summer,Grandpa John wouldn't put up with this!
1381,3,1,The Johnshank Johndemption,Beth,Stop saying his name! He abandoned us.
1382,3,1,The Johnshank Johndemption,Jerry,Willem Dafoe! Th-That's the guy I couldn't think of this morning.
1383,3,1,The Johnshank Johndemption,Beth,"Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself?"
1384,3,1,The Johnshank Johndemption,Summer,Maybe I just want you to care if I run away yelling!
1386,3,1,The Johnshank Johndemption,Jerry,Ooh!
1389,3,1,The Johnshank Johndemption,John,"Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?"
1391,3,1,The Johnshank Johndemption,John,"' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?"
1392,3,1,The Johnshank Johndemption,Cornvelious Daniel,"It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun."
1393,3,1,The Johnshank Johndemption,John,"Yeah, well, tough titties."
1395,3,1,The Johnshank Johndemption,John,"Well, that depends on who breaks first -- me or the titty."
1396,3,1,The Johnshank Johndemption,Cornvelious Daniel,Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper?
1397,3,1,The Johnshank Johndemption,Cornvelious Daniel,"If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she?"
1398,3,1,The Johnshank Johndemption,John,The day I invented the portal gun is the day I lost her.
1399,3,1,The Johnshank Johndemption,Cornvelious Daniel,"Oh, that sounds cool. I can get what I want and you can say goodbye."
1400,3,1,The Johnshank Johndemption,John,"Fine, but I'm driving."
1402,3,1,The Johnshank Johndemption,Harry,Huh? What are you -- What are you doing?
1403,3,1,The Johnshank Johndemption,Summer,"Grandpa John must have some secret lab, right? With, like, laser guns and jets packs and a space tank! And we can go break him out of prison! Look at these dead flies! Maybe if we arrange them in a certain order, it plays a hologram or it opens a secret door."
1404,3,1,The Johnshank Johndemption,Harry,"Summer, you're freaking me out. I know things have changed a lot, and I know you miss John, but getting him back wouldn't make things better. And, you know, we're not doing so bad."
1405,3,1,The Johnshank Johndemption,Summer,"We're miserable, Harry! There's a mandatory curfew, their weird calendar made me 47, and they weaponized the Eiffel Tower!"
1406,3,1,The Johnshank Johndemption,Harry,"Hey, I like being 35. I-I can rent a car now."
1407,3,1,The Johnshank Johndemption,Summer,"Because you suck! You've been keeping your lip zipped about it since Grandpa got arrested, but the fact is, you're freaking stoked to bail on him."
1408,3,1,The Johnshank Johndemption,Harry,"He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on tiny planet! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard!"
1409,3,1,The Johnshank Johndemption,Summer,You're right!
1410,3,1,The Johnshank Johndemption,Harry,"What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer!"
1411,3,1,The Johnshank Johndemption,Harry,"Oh, God! Oh, God! Whoa, whoa!"
1412,3,1,The Johnshank Johndemption,Cornvelious Daniel,Where are we going?
1413,3,1,The Johnshank Johndemption,John,To the day it all began and ended. The moment that changed everything.
1415,3,1,The Johnshank Johndemption,John,"Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory."
1416,3,1,The Johnshank Johndemption,Cornvelious Daniel,"John, you're doing this bit while your brain is melting."
1417,3,1,The Johnshank Johndemption,John,"Okay. All right, all right."
1418,3,1,The Johnshank Johndemption,Cornvelious Daniel,Is that--
1419,3,1,The Johnshank Johndemption,John,Me. I used to wear blue pants.
1420,3,1,The Johnshank Johndemption,Cornvelious Daniel,When'd you make the leap to interdimensional travel?
1421,3,1,The Johnshank Johndemption,John,I didn't. I did.
1424,3,1,The Johnshank Johndemption,Young John,What?
1425,3,1,The Johnshank Johndemption,Harry,"Summer, nobody has to know about that. We could put it right back and pretend we never saw it, like we did with Dad's mannequin leg."
1426,3,1,The Johnshank Johndemption,Summer,"Fine, stay here. I'll rescue Grandpa myself."
1427,3,1,The Johnshank Johndemption,Harry,And how are you gonna do that?
1428,3,1,The Johnshank Johndemption,Summer,I don't know yet. I'll make it up as I go. That's what Grandpa John does. That's what heroes do.
1429,3,1,The Johnshank Johndemption,Harry,"Y-You want to see what a hero John is? I-I'll bring you somewhere, Summer. Um-"
1433,3,1,The Johnshank Johndemption,Summer,"What is this place? And what's with ""Hunger Games"" Summer?"
1434,3,1,The Johnshank Johndemption,Harry,That's my sister. This used to be my home.
1437,3,1,The Johnshank Johndemption,Young John,Sounds lonely.
1439,3,1,The Johnshank Johndemption,Young John,"Eh, pass."
1441,3,1,The Johnshank Johndemption,Young John,"A different kind of John, I guess."
1444,3,1,The Johnshank Johndemption,Young John,"Sort of. I just took a long look at myself, and I don't think this science thing is gonna pay off."
1446,3,1,The Johnshank Johndemption,Young John,"That, Dianne, is the last great idea that will ever be had in this garage."
1448,3,1,The Johnshank Johndemption,Summer,"Good roasted Cronenberg, I assume. Mom, you're looking feral. I can't believe John did this."
1449,3,1,The Johnshank Johndemption,Harry,"These are the parts of John's adventures you don't get to see -- the parts he leaves behind. All right, it's been great, guys. I really only wanted to stop by here for a quick ""I told ya so."" So, uh--"
1451,3,1,The Johnshank Johndemption,Harry,What are you doing with that?!
1453,3,1,The Johnshank Johndemption,Harry,No! Why?! Why would you do that?! W-W-What is the matter with you people?!
1456,3,1,The Johnshank Johndemption,Harry,Hold your fire! Hold your fire! I'm Harry C-137.
1459,3,1,The Johnshank Johndemption,Summer,He's in prison.
1460,3,1,The Johnshank Johndemption,Harry,Summer.
1461,3,1,The Johnshank Johndemption,Summer,He got captured by the Federation and we were going to rescue him.
1463,3,1,The Johnshank Johndemption,Summer,Boo-yah!
1465,3,1,The Johnshank Johndemption,Summer,Boo-nah?
1466,3,1,The Johnshank Johndemption,Young John,"Come on, girls! The ice cream's gonna melt."
1470,3,1,The Johnshank Johndemption,Young John,Nooooooo!
1472,3,1,The Johnshank Johndemption,Cornvelious Daniel,Wow. This sauce is fucking amazing. You said it was promoting a movie?
1473,3,1,The Johnshank Johndemption,Young John,"Carry the three, add a two. I got it. I fucking got it."
1475,3,1,The Johnshank Johndemption,Cornvelious Daniel,"Whoa. I-Is that it, the portal gun?"
1476,3,1,The Johnshank Johndemption,John,Yeah. That's the three lines of math that separates my life as a man from my life as an unfeeling ghost.
1477,3,1,The Johnshank Johndemption,Cornvelious Daniel,"Awesome-possum.  Mission Control, you getting this?"
1479,3,1,The Johnshank Johndemption,Cornvelious Daniel,"Yeah! Thanks, John. I'll try to remember to shut off the brainalyzer. Actually, I think it shuts off automatically once your brain is liquid. Don't know, don't care. Pull me out.  Hey, pull me out! Can you hear me?"
1480,3,1,The Johnshank Johndemption,John,"Nope, they cannot."
1481,3,1,The Johnshank Johndemption,Cornvelious Daniel,Why not?
1482,3,1,The Johnshank Johndemption,John,"Because the code you just uploaded wasn't actually my portal-gun formula, it was a virus giving me full control over the brainalyzer."
1483,3,1,The Johnshank Johndemption,Cornvelious Daniel,What are you talking about? This is a memory. Y-You can't alter details of a memory.
1484,3,1,The Johnshank Johndemption,John,"True, but you can alter anything you want about a totally fabricated origin story."
1485,3,1,The Johnshank Johndemption,Cornvelious Daniel,It's a trap! Abort! I'm still in his Shoney's! Repeat -- we never left his Shoney's!
1486,3,1,The Johnshank Johndemption,John,"Mission accomplished, boys. Pull me out."
1488,3,1,The Johnshank Johndemption,John,"Okay, have fun in what's left of my brain. I'm gonna transfer to yours. Oh, there's not enough room for all my genius, so I'm leaving you with my fear of wicker furniture, my desire to play the trumpet, my tentative plans to purchase a hat, and six years of improv workshops. Comedy comes in threes."
1489,3,1,The Johnshank Johndemption,Cornvelious Daniel,It's a trap! Abort! We never left his --   No!
1509,3,1,The Johnshank Johndemption,Summer,A city of Grandpas?
1510,3,1,The Johnshank Johndemption,Harry,It's the Citadel of Johns. All the different Johns from all the different realities got together to hide here from the government.
1511,3,1,The Johnshank Johndemption,Summer,"But if every John hates the government, why would they hate Grandpa?"
1512,3,1,The Johnshank Johndemption,Harry,Because Johns hate themselves the most. And our John is the most himself.
1520,3,1,The Johnshank Johndemption,Riq IV,"Operating an unregistered portal gun, radicalizing a Summer, conspiring with a traitorous John. How do you plead?"
1521,3,1,The Johnshank Johndemption,Harry,How is this a fair trial? O-Our lawyer is a Harry.
1522,3,1,The Johnshank Johndemption,Riq IV,"It's not fair, you have no rights, and he's not a lawyer. We just keep him here because he's fun. Look at him go."
1524,3,1,The Johnshank Johndemption,Riq IV,"We'll be lenient if you renounce your John. What say you, Summer?"
1525,3,1,The Johnshank Johndemption,Summer,"I say fuck you! My grandpa was my hero. You killed him because you were jealous of him. That's pretty obvious from the haircuts. So do what you want to me, but let my brother go. He already renounced John."
1526,3,1,The Johnshank Johndemption,Riq IV,Harry?
1528,3,1,The Johnshank Johndemption,Harry,"What? N-No, I don't want to see your Pog collection. I don't renounce John, and I never have. I was just trying to protect my sister. I wanted you to have a normal life. That's something you can't have when John shows up. Everything real turns fake. Everything right is wrong. All you know is that you know nothing and he knows everything. And, well -- well, he's not a villain, Summer, but he shouldn't be your hero. He's more like a demon or a super fucked up god."
1529,3,1,The Johnshank Johndemption,Riq IV,"Let's not suck the ghost of his dick too hard. He was a terrorist, and now he's dead."
1530,3,1,The Johnshank Johndemption,Harry,"Oh, yeah? If you think my John's dead, he's alive. And if you think you're safe, he's coming for you!"
1542,3,1,The Johnshank Johndemption,Riq IV,"All right, calm down! We have his Summer as a hostage. Obviously, I get her. You guys play John, Laser, Scissors for the Harry."
1546,3,1,The Johnshank Johndemption,Summer,Grandpa John!
1547,3,1,The Johnshank Johndemption,John,Duh!
1548,3,1,The Johnshank Johndemption,Summer,You're alive!
1549,3,1,The Johnshank Johndemption,Harry,John!
1550,3,1,The Johnshank Johndemption,John,"Harry, take this. You're gonna need it later."
1552,3,1,The Johnshank Johndemption,Riq IV,"That's enough, John."
1553,3,1,The Johnshank Johndemption,John,What -- What's this supposed to accomplish? We have infinite grandkids. You're trying to use Disney bucks at a Caesar's Palace here.
1554,3,1,The Johnshank Johndemption,Summer,"That's a bluff. He's bluffing, sir. He loves me."
1555,3,1,The Johnshank Johndemption,Riq IV,"You're a rogue John -- irrational, passionate. You love your grandkids. You came to rescue them."
1556,3,1,The Johnshank Johndemption,John,"I came to kill you, bro. That's not even my original Summer."
1557,3,1,The Johnshank Johndemption,Summer,"Oh, my God. He's not bluffing. He's not bluffing!"
1558,3,1,The Johnshank Johndemption,Harry,R-John?
1559,3,1,The Johnshank Johndemption,Riq IV,Why not shoot through her?
1560,3,1,The Johnshank Johndemption,John,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do."
1561,3,1,The Johnshank Johndemption,Summer,What the fuck?
1562,3,1,The Johnshank Johndemption,John,"Or let her go, which I will reward with a quicker death."
1563,3,1,The Johnshank Johndemption,Riq IV,Because you love her!
1564,3,1,The Johnshank Johndemption,John,"Because it's incentive for you to give me my cleanest shot, which will be your least painful death. But if you want to die slower than that, I'm super into it. All you got to do to get that started is kill the girl."
1565,3,1,The Johnshank Johndemption,Summer,I hate you!
1566,3,1,The Johnshank Johndemption,John,"Not an issue, sweetie."
1567,3,1,The Johnshank Johndemption,Harry,"That's enough! Drop the gun, John!"
1568,3,1,The Johnshank Johndemption,John,"Harry, I know you're too stupid to get this, but you're really fuckin' this up right now."
1569,3,1,The Johnshank Johndemption,Harry,I'm not letting you let my sister die! Drop the gun!
1570,3,1,The Johnshank Johndemption,John,"I wasn't gonna let her die, you fuckin' moron!"
1571,3,1,The Johnshank Johndemption,Riq IV,Ha!
1572,3,1,The Johnshank Johndemption,Summer,Aww.
1573,3,1,The Johnshank Johndemption,John,The point is he thought I was going to.
1574,3,1,The Johnshank Johndemption,Riq IV,"I totally did, by the way. You're a fucking moron, Harry."
1575,3,1,The Johnshank Johndemption,Summer,"Harry, you fucking idiot!"
1576,3,1,The Johnshank Johndemption,John,"You're a serious fuckin' idiot, Harry! You basically killed us all! You're the worst! You're as dumb as a bag of sand."
1577,3,1,The Johnshank Johndemption,Harry,"Who's stupid now, bitch?!"
1578,3,1,The Johnshank Johndemption,Summer,"Harry, we just got him back!"
1579,3,1,The Johnshank Johndemption,Riq IV,"That was amazing, Harry. Oh, my God. Wow. Okay, let's wrap this-"
1580,3,1,The Johnshank Johndemption,John,"Good job, Harry. Let's go, kids."
1581,3,1,The Johnshank Johndemption,Summer,What?! What happened?
1582,3,1,The Johnshank Johndemption,John,Oldest John tJohn in the book.
1583,3,1,The Johnshank Johndemption,Summer,"""Fake gun, shoot me in standoff."" Brilliant."
1584,3,1,The Johnshank Johndemption,Harry,"Ha, yeah. G-Good thing I saw that note."
1585,3,1,The Johnshank Johndemption,Summer,Can't we just portal home?
1586,3,1,The Johnshank Johndemption,John,Not until I finish what I started. And that is how you get level-nine access without a password.
1588,3,1,The Johnshank Johndemption,John,"Employee of the month, ladies and gentlemen."
1589,3,1,The Johnshank Johndemption,Harry,"So, what are you doing with level-nine access anyways?"
1590,3,1,The Johnshank Johndemption,John,Destroying the  galactic government.
1592,3,1,The Johnshank Johndemption,Summer,Are you going to set all their nukes to target each other?
1593,3,1,The Johnshank Johndemption,Harry,"Ooh, or -- or reprogram their military portals to disintegrate their entire space fleet?"
1594,3,1,The Johnshank Johndemption,John,"Good pitches, kids. I'm almost proud. But watch closely as Grandpa topples an empire by changing a one to a zero."
1609,3,1,The Johnshank Johndemption,Mr. Goldenfold,No longer will the insects have domain over surface world!
1610,3,1,The Johnshank Johndemption,Beth,"Jerry, what the hell is happening?!"
1611,3,1,The Johnshank Johndemption,Jerry,The galactic government collapsed.
1612,3,1,The Johnshank Johndemption,Beth,Are you okay?
1613,3,1,The Johnshank Johndemption,Jerry,"Look, I-I'm not proud to share this, but the truth is, I just kept crawling, and it kept working.  Oh, I'm glad you're okay. Are we ever going to stop paying for indulging your father? Our children, our planet, our jobs? Is there anything left to lose?"
1614,3,1,The Johnshank Johndemption,Beth,"Just each other, and I'll never let you go. And I'm so sorry I ever did this to us."
1615,3,1,The Johnshank Johndemption,John,Guess who dismantled the government?
1616,3,1,The Johnshank Johndemption,Beth,Please don't leave me again.
1617,3,1,The Johnshank Johndemption,John,"I never will, baby."
1618,3,1,The Johnshank Johndemption,Summer,I was right. He turned himself in on purpose. It was all part of his plan!
1619,3,1,The Johnshank Johndemption,John,"Jerry, is there any light beer left? It's insane what you miss in prison."
